reference,title,type,issn,part-of,url,reading-lists,eissn,doi
CB0E9E0E-AF51-B0C5-20F4-10C68BE7ED1D,First Law of Geography,chapter,,International Encyclopedia of Human Geography,http://readinglists.ucl.ac.uk/items/CB0E9E0E-AF51-B0C5-20F4-10C68BE7ED1D.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,
CC931F2C-ECFF-C915-F5D2-229B2A36F573,Global firms and smart technologies: IBM and the reduction of cities,article,,Transactions of the Institute of British Geographers,http://readinglists.ucl.ac.uk/items/CC931F2C-ECFF-C915-F5D2-229B2A36F573.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,10.1111/tran.12098
CC980CB8-B8D8-850B-0053-8C4FA1882BFC,What Makes a Social Class? On The Theoretical and Practical Existence Of Groups,article,00675830,Berkeley Journal of Sociology,http://readinglists.ucl.ac.uk/items/CC980CB8-B8D8-850B-0053-8C4FA1882BFC.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,
CCD3D75D-07CD-4E8D-A4E1-F3F30F1C4FEA,Feminist Critiques of GIS,article,,Geographic Information Science &amp; Technology Body of Knowledge,http://readinglists.ucl.ac.uk/items/CCD3D75D-07CD-4E8D-A4E1-F3F30F1C4FEA.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Optional,25772848,10.22224/gistbok/2019.2.12
CD337F7B-B074-5FAE-E5D5-6AF36BD98306,Spatial data science raster package,webpage,,,http://readinglists.ucl.ac.uk/items/CD337F7B-B074-5FAE-E5D5-6AF36BD98306.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,
CD48160F-9827-11C1-C5F8-7219E769A75A,Recommendations for implementing the strategic initiative INDUSTRIE 4.0,document,,,http://readinglists.ucl.ac.uk/items/CD48160F-9827-11C1-C5F8-7219E769A75A.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,
CE1E6E03-E700-97DD-0D3B-443DC0FE70BD,Smart Citizens: Exploring the Tools of the Urban Bottom-Up Movement,article,0925-9724,Computer Supported Cooperative Work (CSCW),http://readinglists.ucl.ac.uk/items/CE1E6E03-E700-97DD-0D3B-443DC0FE70BD.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,1573-7551,10.1007/s10606-016-9249-6
CEC03F98-FA18-6C14-6AD0-A733C0D94702,Geo-Refer > Online Geographical Referencing Resources for Social Scientists -- Resources,webpage,,,http://readinglists.ucl.ac.uk/items/CEC03F98-FA18-6C14-6AD0-A733C0D94702.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,
CF0A22AE-13E1-ABE4-5198-B7CECDE8EA82,International Open Data Charter,webpage,,,http://readinglists.ucl.ac.uk/items/CF0A22AE-13E1-ABE4-5198-B7CECDE8EA82.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,
CFCA8DE6-5BD9-CA17-F159-0F31955CF057,Big Data and the City,article,02637960,Built Environment,http://readinglists.ucl.ac.uk/items/CFCA8DE6-5BD9-CA17-F159-0F31955CF057.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,10.2148/benv.42.3.321
D01B42D2-115F-E1FE-EFC2-8A3D04591E1B,"Spatial Clustering, Detection and Analysis of",chapter,,International Encyclopedia of Human Geography,http://readinglists.ucl.ac.uk/items/D01B42D2-115F-E1FE-EFC2-8A3D04591E1B.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,
D0AE0D1A-7375-1284-47F8-99FEE3CF26B1,Provincializing Critical Urban Theory: Extending the Ecosystem of Possibilities,article,,International Journal of Urban and Regional Research,http://readinglists.ucl.ac.uk/items/D0AE0D1A-7375-1284-47F8-99FEE3CF26B1.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,10.1111/1468-2427.12277
D143D841-6FB8-4D9E-8945-F35E190BF430,A Theoretical Foundation for the Concept of Differential Urbanization,article,0160-0176,International Regional Science Review,http://readinglists.ucl.ac.uk/items/D143D841-6FB8-4D9E-8945-F35E190BF430.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Recommended,,10.1177/016001769301500202
D272DC27-31E3-58AB-024E-02096A69FA75,Lessons Learned from Testing the Differential Urbanisation Model,article,0040-747X,Tijdschrift voor Economische en Sociale Geografie,http://readinglists.ucl.ac.uk/items/D272DC27-31E3-58AB-024E-02096A69FA75.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Recommended,1467-9663,10.1111/1467-9663.00242
D428A118-EAC8-A1A9-27BF-020A9DA89570,The spaces in between: Mobile policy and the topographies and topologies of the technocracy,article,0263-7758,Environment and Planning D: Society and Space,http://readinglists.ucl.ac.uk/items/D428A118-EAC8-A1A9-27BF-020A9DA89570.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Recommended,1472-3433,10.1177/0263775815618401
D7A613ED-172B-BE5B-DBA7-558453A8476F,The Changing Pattern of Ethnic Segregation in Great Britain,article,,,http://readinglists.ucl.ac.uk/items/D7A613ED-172B-BE5B-DBA7-558453A8476F.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,
DAB0F702-CA39-032E-52FC-5C35DDCB9A73,Crowd-sourcing the smart city: Using big geosocial media metrics in urban governance,article,2053-9517,Big Data &amp; Society,http://readinglists.ucl.ac.uk/items/DAB0F702-CA39-032E-52FC-5C35DDCB9A73.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,2053-9517,10.1177/2053951717694384
DAC191BA-2FC4-FD67-D90F-DEA6FCB5D5B1,Kernels and Density Estimation,article,,Geographic Information Science &amp; Technology Body of Knowledge,http://readinglists.ucl.ac.uk/items/DAC191BA-2FC4-FD67-D90F-DEA6FCB5D5B1.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Optional,25772848,10.22224/gistbok/2020.1.12
DC28510A-CA91-6C19-C8CE-7CC09BC4447B,"Ethnographic Evidence, Heterogeneity, and Neighbourhood Effects After Moving to Opportunity",chapter,,Neighbourhood effects research: new perspectives,http://readinglists.ucl.ac.uk/items/DC28510A-CA91-6C19-C8CE-7CC09BC4447B.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Recommended,,
DC356AFF-C9CD-FE1F-CF84-437E5143058C,Unpacking European Living Labs: Analysing Innovation’s Social Dimensions,article,1802-4866,Central European Journal of Public Policy,http://readinglists.ucl.ac.uk/items/DC356AFF-C9CD-FE1F-CF84-437E5143058C.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,
DDF69904-7EDF-11A6-3DA7-E83D94A04021,Do Physicists Have Geography Envy? And What Can Geographers Learn from It?,article,0004-5608,Annals of the Association of American Geographers,http://readinglists.ucl.ac.uk/items/DDF69904-7EDF-11A6-3DA7-E83D94A04021.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Essential,1467-8306,10.1080/00045608.2015.1039105
DFA75016-9727-6F5B-1278-685ECCC8EA64,Kernels and Density Estimation,article,,Geographic Information Science &amp; Technology Body of Knowledge,http://readinglists.ucl.ac.uk/items/DFA75016-9727-6F5B-1278-685ECCC8EA64.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Optional,25772848,10.22224/gistbok/2020.1.12
DFE01FF9-F300-9231-E01C-19BF88EA9AE0,The limits of crisis data: analytical and ethical challenges of using social and mobile data to understand disasters,article,0343-2521,GeoJournal,http://readinglists.ucl.ac.uk/items/DFE01FF9-F300-9231-E01C-19BF88EA9AE0.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Optional,1572-9893,10.1007/s10708-014-9597-z
DFE4DE56-23F5-6015-1789-5E1AD92B343C,Cities or urbanization?,article,1360-4813,City,http://readinglists.ucl.ac.uk/items/DFE4DE56-23F5-6015-1789-5E1AD92B343C.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,1470-3629,10.1080/13604819608900022
E03130AB-B36D-5079-827F-821F9C49E843,What Problem? Spatial Autocorrelation and Geographic Information Science,article,,Geographical Analysis,http://readinglists.ucl.ac.uk/items/E03130AB-B36D-5079-827F-821F9C49E843.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,10.1111/j.1538-4632.2009.00769.x
E06933D6-DE26-9B5C-2B32-DA3F002544D9,Triangulation of the the Triple Helix: A conceptual Framework,document,,,http://readinglists.ucl.ac.uk/items/E06933D6-DE26-9B5C-2B32-DA3F002544D9.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,
E300C989-FB59-99C6-97B8-13AB98C230E5,"Geodemographics, Software and Class",article,0038-0385,Sociology,http://readinglists.ucl.ac.uk/items/E300C989-FB59-99C6-97B8-13AB98C230E5.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,1469-8684,10.1177/0038038506067507
E37D670B-551F-9D10-691B-A6F49BA52901,Sustainable Urban Forms,article,0739-456X,Journal of Planning Education and Research,http://readinglists.ucl.ac.uk/items/E37D670B-551F-9D10-691B-A6F49BA52901.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,1552-6577,10.1177/0739456X05285119
E3B4EE5F-383F-9584-D4E1-8103D20EFD15,"The Size, Scale, and Shape of Cities",article,0036-8075,Science,http://readinglists.ucl.ac.uk/items/E3B4EE5F-383F-9584-D4E1-8103D20EFD15.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Recommended,1095-9203,10.1126/science.1151419
E52CA9B4-F489-3869-565C-AEAADEDAFFA5,"Personal Fabrication: Fab Labs as Platforms for Citizen-Based Innovation, from Microcontrollers to Cities",article,1590-5896,Nexus Network Journal,http://readinglists.ucl.ac.uk/items/E52CA9B4-F489-3869-565C-AEAADEDAFFA5.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,1522-4600,10.1007/s00004-012-0131-7
E54D7E5A-23C9-9086-4218-2DF75A95F0BC,Modelling spatial point patterns in R,article,,"Case Studies in Spatial Point Pattern Modelling. Lecture Notes in Statistics 185, 23–74",http://readinglists.ucl.ac.uk/items/E54D7E5A-23C9-9086-4218-2DF75A95F0BC.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,10.1007/0-387-31144-0
E610EEAD-4E82-4994-B4F6-5C883A275080,Projections,chapter,,International Encyclopedia of Human Geography,http://readinglists.ucl.ac.uk/items/E610EEAD-4E82-4994-B4F6-5C883A275080.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,
E79C1837-7922-79E8-CCB8-58F89A69F5D5,Generating cities from the bottom-up: Using complexity theory for effective design,document,,,http://readinglists.ucl.ac.uk/items/E79C1837-7922-79E8-CCB8-58F89A69F5D5.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Recommended,,
E8543CA0-0798-6905-6FB1-B78E7B829E3C,PD 8100 – Smart Cities Overview | BSI Group,webpage,,,http://readinglists.ucl.ac.uk/items/E8543CA0-0798-6905-6FB1-B78E7B829E3C.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,
